Hubspot Domain,Umbrella Domain,Rank 06/09/2019,Rank 06/09/2018,Rank 06/08/2017,Match Type
uni.com,uni.com,829728,817572,782765,Exact
unibz.it,unibz.it,869225,635458,551447,Exact
unican.dk,unican.es,378102,463698,217158,Approximate
unicap.fr,unicap.br,,933939,647418,Approximate
unice.com,unice.com,642560,497188,915280,Exact
unicef.at,unicef.org,48835,96101,43823,Approximate
unicef.it,unicef.it,,,590569,Exact
unico.com.my,unico.facinter.br,,,364738,Approximate
unicom.bg,unicom.zhimg.com,609595,836718,159751,Approximate
unicusano.it,unicusano.it,,999575,970128,Exact
uni-due.de,uni-due.de,354014,373053,228551,Exact
unifclothing.com,unifclothing.com,794723,,,Exact
uniflores.com.br,uniflores.com.br,,,932992,Exact
unifor.me,unifor.br,756871,811352,435562,Approximate
uniformcity.com,uniformcity.com,662815,373054,794456,Exact
uniformcity.com.au,uniformcity.com,662815,373054,794456,Approximate
uniformswarehouse.com,uniformswarehouse.com,,671360,,Exact
unikey.com,unikey.com,169331,240474,227278,Exact
unilever.com,unilever.com,109435,103493,77980,Exact
unimat.ca,unimat.es,623637,,,Approximate
unimax.gr,unimax.com,877898,,,Approximate
unime.sg,unime.it,566375,465074,460834,Approximate
unimelb.equipment,unimelb.edu.au,160636,188553,105496,Approximate
unio.co.nz,unio.sk,,,800377,Approximate
union.com.hk,union.barstoolsports.com,27711,23120,15106,Approximate
union.repair,union.barstoolsports.com,27711,23120,15106,Approximate
unionlosangeles.com,unionlosangeles.com,429167,371551,,Exact
unipro.jp,unipro.cu,,999579,,Approximate
uniqa.dk,uniqa.pl,969735,,438363,Approximate
uniqa.no,uniqa.pl,969735,,438363,Approximate
uniqa.se,uniqa.pl,969735,,438363,Approximate
uniqlo.com,uniqlo.com,51921,54317,80623,Exact
unique.bg,unique.n2y.com,421115,663661,214263,Approximate
unique.com.hk,unique.n2y.com,421115,663661,214263,Approximate
unique.gallery,unique.n2y.com,421115,663661,214263,Approximate
uniquegiftsstore.net,uniquegiftsstore.net,808146,,,Exact
uniquevintage.com,uniquevintage.ojrq.net,458169,539067,582288,Approximate
unique-vintage.com,unique-vintage.com,353307,339464,275549,Exact
unir.net,unir.net,245178,342378,324356,Exact
unisa.sk,unisa.edu.au,510375,423282,202349,Approximate
unit.com,unit.nginx.org,671401,632261,184097,Approximate
unite.vodka,unite.nike.com,22978,23259,28135,Approximate
united.blue,united.com,12305,8722,10518,Approximate
united.no,united.no,905132,989262,693453,Exact
unitedbyblue.com,unitedbyblue.com,969737,817580,932998,Exact
unitednotions.ru,unitednotions.com,,960591,,Approximate
unitedremedies.com,unitedremedies.com,,687506,,Exact
united-states-flag.com,united-states-flag.com,324362,350144,431473,Exact
unitehair.com,unitehair.com,,,677126,Exact
unito.it,unito.it,382661,265513,232354,Exact
uni-tuebingen.de,uni-tuebingen.de,310702,292101,192518,Exact
unity.edu,unity.edu,,,898211,Exact
universalis.fr,universalis.fr,581115,502335,777212,Exact
universalkids.com.br,universalkids.com,869234,406498,,Approximate
universalmania.com,universalmania.com,,,915289,Exact
universalmania.net,universalmania.com,,,915289,Approximate
universalmedicalinc.com,universalmedicalinc.com,861079,999583,,Exact
universalnailsupplies.com,universalnailsupplies.com,728915,,,Exact
universalstandard.net,universalstandard.com,662822,,,Approximate
universalstore.com,universalstore.streaming.mediaservices.windows.net,74413,80221,238419,Approximate
universalstore.com.au,universalstore.streaming.mediaservices.windows.net,74413,80221,238419,Approximate
universalstore.uk,universalstore.uk,451162,,,Exact
universum.de,universum.com,905135,,,Approximate
univision.ro,univision.com,11689,10796,23323,Approximate
unknown.com,unknown.pol.volia.net,193053,312606,303733,Approximate
unknwn.com,unknwn.com,470091,362288,715751,Exact
unleashed.dog,api.unleashed.be,594178,71301,,Approximate
unlimited.it,unlimited.uk.net,994887,309191,255440,Approximate
unlockfusion.com,unlockfusion.com,650562,,,Exact
unode50.com,unode50.com,650564,,,Exact
unofficial.io,unofficial.addon.pro,,999587,404018,Approximate
unotrestore.com,unotrestore.com,,,596290,Exact
unruly.dk,unruly.systems,11630,823798,22892,Approximate
untappd.com,untappd.com,51215,59101,83357,Exact
untuckit.com,untuckit.com,66953,295770,297793,Exact
unveiledwife.com,unveiledwife.com,713568,616401,439722,Exact
uoionline.com,uoionline.com,,,614624,Exact
uomo.co.za,uomo.fidelityhouse.eu,,,394110,Approximate
uottawa.ca,uottawa.ca,173159,229519,159272,Exact
uow.edu.au,uow.edu.au,405141,342939,207247,Exact
upack.in,upack.com,442973,350147,363084,Approximate
upandrunning.co.uk,upandrunning.co.uk,,753509,,Exact
upliftdesk.com,upliftdesk.com,479680,675383,,Exact
upperdeck.com,upperdeck.com,,,941971,Exact
upperdeckstore.com,upperdeckstore.com,623651,,,Exact
upperplayground.com,upperplayground.us3.list-manage.com,,878679,,Approximate
uprightpose.com,uprightpose.com,957669,,,Exact
ups.com,ups.com,5240,5114,5450,Exact
upsite.ro,upsite.my.sabre.com,,,206746,Approximate
upswing.com.br,upswing.io,,793030,,Approximate
uptherestore.com,uptherestore.com,222495,342940,,Exact
uptodate.com,uptodate.com,20647,25740,30694,Exact
uptownaventura.com,uptownaventura.myshopify.com,,,475954,Approximate
uptownmia.com,uptownmia.com,734407,691773,,Exact
urano.com.br,urano.caixaseguros.com.br,,769913,556274,Approximate
urban.company,urban.org,259706,301091,220654,Approximate
urban.it,urban.org,259706,301091,220654,Approximate
urban.lk,urban.org,259706,301091,220654,Approximate
urbanandgents.com,urbanandgents.com,,695990,,Exact
urbanarmorgear.com,urbanarmorgear.com,925065,,,Exact
urbanbodyjewelry.com,urbanbodyjewelry.com,,,800389,Exact
urbandaddy.com,urbandaddy.com,120629,100125,89791,Exact
urbandecay.ru,urbandecay.com,352599,330746,195900,Approximate
urbandictionary.store,urbandictionary.store,45480,40876,44030,Exact
urbanexcess.com,urbanexcess.com,734409,,,Exact
urbanhome.com,urbanhome.net,461096,469292,800390,Approximate
urbanhome.es,urbanhome.net,461096,469292,800390,Approximate
urbanhue.com.au,urbanhue.com.sg,895835,,,Approximate
urbania.ca,urbania.ca,,857074,906626,Exact
urbania.com.mx,urbania.pe,808168,723152,88136,Approximate
urbanindustry.co.uk,urbanindustry.co.uk,452514,407439,735026,Exact
urbanize.bg,urbanize.la,347807,324809,608420,Approximate
urbanjunglestore.com,urbanjunglestore.com,620023,321398,,Exact
urbanjunglestore.it,urbanjunglestore.com,620023,321398,,Approximate
urbanliving.co.in,urbanliving.com,,925591,,Approximate
urbanoutfitters.com,urbanoutfitters.com,27078,26674,25266,Exact
urban-planet.com,urban-planet.com,837528,485876,,Exact
urbanspaceinteriors.com,urbanspaceinteriors.com,845226,,,Exact
urbilis.com,urbilis.com,,,689256,Exact
urcheeky.com,urcheeky.com,,857075,,Exact
urcosme.my,urcosme.com,994930,,,Approximate
urosario.edu.co,urosario.edu.co,609606,590110,457609,Exact
us.badboy.com,badboy.hotspotproxy.gq,591148,,,Approximate
us.deltagalil.com,deltagalil.com,939794,,572521,Approximate
us.gucci.com,gucci.com,72845,73738,84967,Approximate
us.oneill.com,us.oneill.com,584106,456728,439731,Exact
us.panasonic.com,us.panasonic.com,801443,660005,501149,Exact
us.sagepub.com,us.sagepub.com,284350,106008,147048,Exact
usabaseballshop.com,usabaseballshop.us11.list-manage.com,,462230,,Approximate
usadawgs.com,usadawgs.com,,578732,906635,Exact
usafootball.com,usafootball.com,277738,221132,45945,Exact
usagameon.com,usagameon.com,516526,,,Exact
usamilitarymedals.com,usamilitarymedals.com,895881,,,Exact
usana.com,usana.com,403094,294664,220070,Exact
usanetworkstore.com,usanetworkstore.com,,723165,760776,Exact
usatech.online,usatech.com,323379,456729,,Approximate
usatf.us,usatf.org,196853,231856,147895,Approximate
usavisanow.com,usavisanow.com,787998,,,Exact
usawaterski.org,usawaterski.org,,,408768,Exact
usbfund.com,usbfund.com,,,933055,Exact
usbi.com.br,usbi.autoavaliar.com.br,,,832155,Approximate
uscav.com,uscav.com,,830326,,Exact
uscfsales.com,uscfsales.com,,787147,,Exact
useraudio.com,useraudio.net,448412,,,Approximate
usermd.net,usermd.net,587193,999661,,Exact
userreplay.com,userreplay.com,552830,,,Exact
usflag.com,usflag.org,794773,811390,771738,Approximate
usgapublications.com,usgapublications.com,794774,534690,,Exact
usgoldbureau.com,usgoldbureau.com,905217,,,Exact
usgstore.com.au,usgstore.com.au,734450,516581,,Exact
ushistory.org,ushistory.org,164762,273058,197561,Exact
usiouxfalls.edu,usiouxfalls.edu,609624,687533,702078,Exact
uslacrosse.org,uslacrosse.org,369826,332360,293528,Exact
us-mattress.net,us-mattress.com,728948,553268,551461,Approximate
usnovelty.com,usnovelty.com,465599,,,Exact
us-outdoors.com,us-outdoors.com,400196,,,Exact
uspatriottactical.com,uspatriottactical.com,599773,622626,794528,Exact
ussa.edu,ussa.org,,871353,385652,Approximate
ussco.com,ussco.com,159145,187922,187296,Exact
ussquash.com,ussquash.com,476379,629074,353108,Exact
ustoy.com,ustoy.com,,934031,,Exact
ustrendy.com,ustrendy.com,,,915344,Exact
uswatersystems.com,uswatersystems.com,957742,,,Exact
us-west-1.compute.amazonaws.com,amazonaws.com,32,27,28,Approximate
us-west-2.compute.amazonaws.com,amazonaws.com,32,27,28,Approximate
utah.com,utah.com,540714,390834,358923,Exact
utea.com.my,utea.cc,728974,,,Approximate
u-tec.com,u-tec.com,728879,,,Exact
utel.edu.mx,utel.edu.mx,182420,425418,435575,Exact
utility.biz,utility.arcgisonline.com,61229,59120,55954,Approximate
utility.com.au,utility.arcgisonline.com,61229,59120,55954,Approximate
utmost.com.ua,utmost.org,768834,616429,532952,Approximate
utopia.com.au,utopia.net,319316,266829,345995,Approximate
utour.eu,utour.me,,748329,755589,Approximate
utsavfashion.com,utsavfashion.com,282396,315315,363963,Exact
utsavfashion.in,utsavfashion.com,282396,315315,363963,Approximate
uwo.ca,uwo.ca,176153,215524,129320,Exact
v2cigs.bg,v2cigs.whoson.com,,781417,221779,Approximate
v2cigs.com.my,v2cigs.whoson.com,,781417,221779,Approximate
v360.org.au,v360.in,518551,619482,951219,Approximate
vaadiherbals.in,vaadiherbals.in,,492296,,Exact
vaasuhomes.com,vaasuhomes.com,445695,,,Exact
vacationmyrtlebeach.com,vacationmyrtlebeach.com,596600,,702091,Exact
vacationsbyrail.com,vacationsbyrail.com,713614,979449,,Exact
vaer.design,vaer.blogg.no,,,439738,Approximate
vagabond.co.nz,vagabond.se,,,782825,Approximate
vaimo.ae,vaimo.net,957769,909568,832174,Approximate
vaimo.club,vaimo.net,957769,909568,832174,Approximate
vaimo.co.uk,vaimo.net,957769,909568,832174,Approximate
vaimo.co.za,vaimo.net,957769,909568,832174,Approximate
vaimo.com,vaimo.com,,909568,832174,Exact
vaimo.dk,vaimo.net,957769,909568,832174,Approximate
vaimo.fi,vaimo.net,957769,909568,832174,Approximate
vaimo.jp,vaimo.net,957769,909568,832174,Approximate
vaimo.no,vaimo.net,957769,909568,832174,Approximate
vaimo.se,vaimo.net,957769,909568,832174,Approximate
vaio.com,vaio.com,,,617793,Exact
vajacases.com,vajacases.us7.list-manage.com,,584438,,Approximate
valant.com.au,valant.com,566414,,,Approximate
valenciacf.com,valenciacf.com,751040,,,Exact
valero.kharkov.ua,valero.com,250538,305068,309591,Approximate
valetmag.com,valetmag.com,500849,433095,322919,Exact
valeursactuelles.com,valeursactuelles.com,606294,709057,745272,Exact
valhalla.world,valhalla.passcom.it,,,788665,Approximate
valleynyc.com,valleynyc.us4.list-manage.com,869317,,,Approximate
value.sg,value.sears.com,76014,37049,45634,Approximate
valuebase.co.uk,valuebase.azurewebsites.net,599781,584440,,Approximate
valuepetsupplies.com,valuepetsupplies.com,,,766240,Exact
valux.ru,valux.net,,857136,325791,Approximate
valves.com.au,valves.net-tr.org,,909570,,Approximate
vam.ac.uk,vam.ac.uk,173164,234257,199931,Exact
vamp.gr,vamp.nzz.ch,957772,850188,,Approximate
vancaro.com,vancaro.com,,649238,605364,Exact
vancl.com.hk,vancl.com,946300,649239,582321,Approximate
vandale.be,vandale.nl,527052,516592,318637,Approximate
vandale.nl,vandale.nl,527052,516592,318637,Exact
vanderbilt.wine,vanderbilt.edu,60646,64046,64600,Approximate
vanessa.gr,vanessa.imoguia.com,642617,390837,402869,Approximate
vangilsdewit.nl,vangilsdewit.nl,794806,,,Exact
vanguardiastore.mx,vanguardiastore.mx,309612,492297,614655,Exact
vanguardmil.com,vanguardmil.com,603058,,,Exact
vanharen.co.uk,vanharen.nl,,,720499,Approximate
vanharen.net,vanharen.nl,,,720499,Approximate
vanharen.us,vanharen.nl,,,720499,Approximate
vanillasoft.com,vanillasoft.net,516539,478239,535225,Approximate
vanities.sm,vanities.gbahn.net,684683,645713,353949,Approximate
vanitiesdepot.com,vanitiesdepot.com,545338,,,Exact
vanity.ch,vanity.smartdata.mastercard.com,141845,218662,217977,Approximate
vanity.com.mx,vanity.smartdata.mastercard.com,141845,218662,217977,Approximate
vanityplanet.com,vanityplanet.com,801500,909572,576786,Exact
vanmoof.com,vanmoof.com,667238,951736,989968,Exact
vanpommeren.nl,vanpommeren.nl,,709060,,Exact
vanroosbroeck.com,vanroosbroeck.be,,871381,,Approximate
vanrunco.com,vanrunco.com,693916,638900,,Exact
vantage.tv,vantage.com,587206,743158,924198,Approximate
vantagepoint.fr,vantagepoint.netreflector.com,,,620930,Approximate
vaoli.com,vaoli.com.br,,,661799,Approximate
vapeclub.co.za,vapeclub.co.uk,,909573,,Approximate
vaperanger.com,vaperanger.com,822440,,,Exact
vapes.com,vapes.com,,917568,,Exact
vapestreet.com.au,vapestreet.com.au,,713820,,Exact
vapewild.com,vapewild.com,634823,764530,924199,Exact
vapewild.eu,vapewild.com,634823,764530,924199,Approximate
vapewild.net,vapewild.com,634823,764530,924199,Approximate
vaping.com,vaping.com,815259,764531,,Exact
vaping.vn,vaping.com,815259,764531,,Approximate
vapor4life.com,vapor4life.com,788054,,,Exact
vaporandco.com,vaporandco.com,,925668,,Exact
vaporbeast.com,vaporbeast.com,,,980164,Exact
vaporfi.com,vaporfi.com,650608,595845,711127,Exact
vaporfi.com.au,vaporfi.com,650608,595845,711127,Approximate
vapornation.co.uk,vapornation.com,,836790,,Approximate
vapornation.com,vapornation.com,,836790,,Exact
vaporoso.it,vaporoso.it,,,553839,Exact
vara.me,vara.nl,,836792,284611,Approximate
vardas.gr,vardas.lt,,,617797,Approximate
vargam.it,vargam.it,,,942044,Exact
varidesk.co.nz,varidesk.com,205096,249019,124991,Approximate
varsity.com,varsity.com,366358,359740,187652,Exact
varvar.store,varvar.biz,,,777272,Approximate
vasafitness.com,vasafitness.com,,917569,,Exact
vascoboutique.com.br,vascoboutique.com.br,,,312577,Exact
vashtie.com,vashtie.com,,811422,,Exact
vasundhara.in,vasundhara.net,,102824,161384,Approximate
vault.com.br,vault.myvzw.com,12461,13341,9889,Approximate
vayu.mx,vayu.holidayiq.com,,764533,,Approximate
vbeltguys.com,vbeltguys.com,260150,,,Exact
vbulletin.com,vbulletin.com,54122,29488,21205,Exact
vbulletin.net,vbulletin.net,177650,265516,258440,Exact
vcf.com,vcf.com,658665,266831,470727,Exact
vconnect.dk,vconnect.com,547822,553300,596314,Approximate
vconnect.se,vconnect.com,547822,553300,596314,Approximate
vcpi.in,vcpi.facebook1mob.com,141846,604491,608445,Approximate
vcty.com,vcty.co,,999714,,Approximate
vdn1.net,vdn1.vzuu.com,115812,,,Approximate
veem.com.br,veem.com,982353,536838,,Approximate
vegas.by,vegas.com,119492,73943,81860,Approximate
vegas.kz,vegas.com,119492,73943,81860,Approximate
vegas.lt,vegas.com,119492,73943,81860,Approximate
vegas.ua,vegas.com,119492,73943,81860,Approximate
vegsource.com,vegsource.com,,901498,,Exact
vela.co,vela.iad-01.braze.com,15294,21368,715807,Approximate
vela.io,vela.iad-01.braze.com,15294,21368,715807,Approximate
velasca.com,velasca.com,520697,356403,176995,Exact
velo.co.il,velo.net.id,185090,366505,419809,Approximate
velo.vc,velo.net.id,185090,366505,419809,Approximate
velvet-tees.co.uk,velvet-tees.com,905275,,,Approximate
velvet-tees.com,velvet-tees.com,905275,,,Exact
venchi.com,venchi.com,,,665555,Exact
vendo.si,vendo.agency,,850206,,Approximate
vendor.rs,vendor.happlay.tech,634830,565657,587836,Approximate
veneer.dk,veneer.zdtc.app,287216,799078,,Approximate
venetian.com,venetian.com,281766,300335,241910,Exact
veneto.us,arpa.veneto.it,570121,225839,233863,Approximate
ventura.ch,ventura.craigslist.org,176810,267078,179269,Approximate
ventures.ro,ventures.mckesson.com,,635522,689294,Approximate
venusetfleur.com,venusetfleur.com,,979472,,Exact
veolia.de,veolia.com,248842,223975,224545,Approximate
veolia.fr,veolia.fr,,613402,,Exact
vepo.ch,vepo.nl,801516,,,Approximate
verc.com,verc.tempmon.net,552844,212303,255074,Approximate
verfschuur.be,verfschuur.be,801518,,,Exact
vergegirl.com,vergegirl.com,689264,,,Exact
verifone.com,verifone.com,26041,24275,51546,Exact
veritas.at,veritas.com,55746,65092,65803,Approximate
veritaspress.com,veritaspress.com,768866,683423,673252,Exact
veritastech.org,veritastech.custhelp.com,495172,442453,,Approximate
vermontteddybear.com,vermontteddybear.com,822457,652807,906697,Exact
vernee.de,vernee.cc,,817664,,Approximate
vernon.dk,vernon.siptalk.com,,836803,,Approximate
vernonfrancois.com,vernonfrancois.com,543025,,,Exact
veromoda.ca,veromoda.com,762834,836804,665558,Approximate
veromoda.in,veromoda.com,762834,836804,665558,Approximate
verona.pl,comune.verona.it,974589,299980,50575,Approximate
verriere-atelier-artiste.com,verriere-atelier-artiste.com,,,832191,Exact
vers.com.tr,vers.avast.com,108799,167917,,Approximate
versadesk.com,versadesk.us16.list-manage.com,808263,,,Approximate
versare.com,versare.com,957802,805225,,Exact
versatile.io,versatile.com,,,874537,Approximate
vert.ua,vert.com.br,,,611550,Approximate
vertical.world,vertical.snd.no,516543,336081,198847,Approximate
vertigohome.us,vertigohome.us,,,750443,Exact
vertix.ro,vertix.io,756960,581609,479534,Approximate
verts-loisirs.fr,verts-loisirs.fr,,,924221,Exact
vertu.net,vertu.calltracks.com,751051,679467,806668,Approximate
vertx.nl,vertx.io,578214,836805,,Approximate
verve.life,app.sdk.verve,51525,37617,819435,Approximate
verygoods.jp,verygoods.jp,689267,,,Exact
veryvery.com.au,veryvery.com,,989413,,Approximate
veryvery.nyc,veryvery.com,,989413,,Approximate
veslo.com,veslo.org,627333,447516,344427,Approximate
vespa.com,vespa.com,650617,575987,755613,Exact
vestique.com,vestique.com,914993,,,Exact
vestis.com.br,vestis.d1.sc.omtrdc.net,603070,656375,650913,Approximate
vetapprovedrx.pharmacy,vetapprovedrx.pharmacy,837651,,,Exact
vet-equipment.com,vet-equipment.com,304215,,,Exact
veterannations.com,veterannations.com,667252,,,Exact
vexrobotics.com,vexrobotics.com,458193,518505,643908,Exact
vfiles.com,vfiles.com,815279,759067,740157,Exact
viablossom.com,viablossom.com,,,413595,Exact
viapresse.com,viapresse.com,,584451,286069,Exact
viasport.com.ua,viasport.mtg-api.com,,,317258,Approximate
viatekproducts.com,viatekproducts.com,,878771,,Exact
vibbo.dk,vibbo.com,155585,215767,183915,Approximate
vibes.ee,vibes.viber.com,332210,168817,104930,Approximate
vibo.co,vibo.com.hk,751061,,832198,Approximate
vici.com.au,vici.org,861224,,,Approximate
